dt,x,y,left.pos,left.vel,left.acc,left.jerk,center.pos,center.vel,center.acc,center.jerk,right.pos,right.vel,right.acc,right.jerk,heading 
0.02,29.6320,-10.9604,12.1629,2.0333,-7.7145,63.2046,12.6640,5.0000,7.0000,0.0000,13.1650,7.9655,7.7086,-63.1763,0.4454,
0.02,29.7210,-10.9149,12.2012,1.9134,-5.9952,85.9641,12.7640,5.0000,7.0000,0.0000,13.3267,8.0853,5.9904,-85.9096,0.5003,
0.02,29.8074,-10.8645,12.2379,1.8359,-3.8738,106.0720,12.8640,5.0000,7.0000,0.0000,13.4899,8.1627,3.8706,-105.9924,0.5565,
0.02,29.8907,-10.8093,12.2740,1.8065,-1.4707,120.1552,12.9640,5.0000,7.0000,0.0000,13.6538,8.1921,1.4694,-120.0572,0.6133,
0.02,29.9709,-10.7494,12.3106,1.8273,1.0400,125.5317,13.0640,5.0000,7.0000,0.0000,13.8172,8.1713,-1.0391,-125.4264,0.6697,
0.02,30.0475,-10.6852,12.3485,1.8966,3.4617,121.0868,13.1640,5.0000,7.0000,0.0000,13.9792,8.1022,-3.4588,-120.9871,0.7248,
0.02,30.1205,-10.6169,12.3887,2.0089,5.6150,107.6657,13.2640,5.0000,7.0000,0.0000,14.1390,7.9900,-5.6105,-107.5833,0.7780,
0.02,30.1900,-10.5450,12.4318,2.1563,7.3705,87.7727,13.3640,5.0000,7.0000,0.0000,14.2959,7.8427,-7.3648,-87.7149,0.8286,
0.02,30.2558,-10.4697,12.4784,2.3296,8.6652,64.7372,13.4640,5.0000,7.0000,0.0000,14.4493,7.6695,-8.6589,-64.7058,0.8760,
0.02,30.3180,-10.3915,12.5288,2.5196,9.5005,41.7649,13.5640,5.0000,7.0000,0.0000,14.5989,7.4796,-9.4941,-41.7574,0.9201,
0.02,30.3770,-10.3107,12.5831,2.7181,9.9257,21.2600,13.6640,5.0000,7.0000,0.0000,14.7445,7.2812,-9.9195,-21.2710,0.9607,
0.02,30.4327,-10.2276,12.6415,2.9184,10.0172,4.5749,13.7640,5.0000,7.0000,0.0000,14.8861,7.0810,-10.0115,-4.5984,0.9977,
0.02,30.4855,-10.1427,12.7038,3.1156,9.8595,-7.8837,13.8640,5.0000,7.0000,0.0000,15.0238,6.8839,-9.8544,7.8532,1.0312,
0.02,30.5355,-10.0561,12.7699,3.3063,9.5321,-16.3706,13.9640,5.0000,7.0000,0.0000,15.1577,6.6933,-9.5276,16.3377,1.0613,
0.02,30.5831,-9.9682,12.8397,3.4883,9.1022,-21.4966,14.0640,5.0000,7.0000,0.0000,15.2879,6.5114,-9.0984,21.4641,1.0882,
0.02,30.6284,-9.8791,12.9129,3.6608,8.6224,-23.9890,14.1640,5.0000,7.0000,0.0000,15.4147,6.3390,-8.6192,23.9587,1.1120,
0.02,30.6718,-9.7889,12.9894,3.8234,8.1316,-24.5423,14.2640,5.0000,7.0000,0.0000,15.5382,6.1764,-8.1289,24.5152,1.1329,
0.02,30.7133,-9.6980,13.0689,3.9765,7.6567,-23.7447,14.3640,5.0000,7.0000,0.0000,15.6587,6.0233,-7.6545,23.7209,1.1511,
0.02,30.7533,-9.6063,13.1513,4.1209,7.2155,-22.0564,14.4640,5.0000,7.0000,0.0000,15.7763,5.8790,-7.2137,22.0359,1.1667,
0.02,30.7920,-9.5141,13.2365,4.2572,6.8192,-19.8162,14.5640,5.0000,7.0000,0.0000,15.8911,5.7427,-6.8178,19.7986,1.1799,
0.02,30.8296,-9.4215,13.3242,4.3867,6.4740,-17.2609,14.6640,5.0000,7.0000,0.0000,16.0034,5.6132,-6.4729,17.2459,1.1908,
0.02,30.8663,-9.3284,13.4144,4.5104,6.1831,-14.5470,14.7640,5.0000,7.0000,0.0000,16.1132,5.4896,-6.1822,14.5341,1.1995,
0.02,30.9022,-9.2351,13.5070,4.6293,5.9476,-11.7719,14.8640,5.0000,7.0000,0.0000,16.2206,5.3707,-5.9470,11.7606,1.2061,
0.02,30.9377,-9.1416,13.6019,4.7447,5.7678,-8.9898,14.9640,5.0000,7.0000,0.0000,16.3257,5.2553,-5.7674,8.9799,1.2107,
0.02,30.9728,-9.0480,13.6991,4.8576,5.6433,-6.2258,15.0640,5.0000,7.0000,0.0000,16.4285,5.1424,-5.6430,6.2168,1.2132,
0.02,31.0077,-8.9543,13.7984,4.9690,5.5736,-3.4854,15.1640,5.0000,7.0000,0.0000,16.5291,5.0310,-5.5735,3.4770,1.2137,
0.02,31.0427,-8.8606,13.9000,5.0802,5.5584,-0.7619,15.2640,5.0000,7.0000,0.0000,16.6275,4.9198,-5.5584,0.7538,1.2123,
0.02,31.0780,-8.7670,14.0039,5.1921,5.5975,1.9573,15.3640,5.0000,7.0000,0.0000,16.7237,4.8079,-5.5977,-1.9656,1.2089,
0.02,31.1136,-8.6736,14.1100,5.3060,5.6912,4.6866,15.4640,5.0000,7.0000,0.0000,16.8176,4.6940,-5.6916,-4.6952,1.2035,
0.02,31.1499,-8.5804,14.2185,5.4228,5.8400,7.4364,15.5640,5.0000,7.0000,0.0000,16.9091,4.5772,-5.8405,-7.4458,1.1959,
0.02,31.1869,-8.4875,14.3293,5.5437,6.0442,10.2090,15.6640,5.0000,7.0000,0.0000,16.9983,4.4563,-6.0449,-10.2194,1.1863,
0.02,31.2249,-8.3950,14.4427,5.6697,6.3040,12.9911,15.7640,5.0000,7.0000,0.0000,17.0849,4.3302,-6.3050,-13.0030,1.1744,
0.02,31.2642,-8.3030,14.5588,5.8021,6.6189,15.7462,15.8640,5.0000,7.0000,0.0000,17.1688,4.1978,-6.6202,-15.7599,1.1601,
0.02,31.3049,-8.2117,14.6776,5.9418,6.9870,18.4026,15.9640,5.0000,7.0000,0.0000,17.2500,4.0580,-6.9886,-18.4187,1.1434,
0.02,31.3472,-8.1211,14.7994,6.0899,7.4037,20.8394,16.0640,5.0000,7.0000,0.0000,17.3282,3.9099,-7.4057,-20.8582,1.1240,
0.02,31.3914,-8.0314,14.9244,6.2471,7.8611,22.8670,16.1640,5.0000,7.0000,0.0000,17.4032,3.7527,-7.8635,-22.8890,1.1018,
0.02,31.4377,-7.9427,15.0526,6.4140,8.3452,24.2066,16.2640,5.0000,7.0000,0.0000,17.4749,3.5857,-8.3481,-24.2317,1.0767,
0.02,31.4863,-7.8554,15.1844,6.5907,8.8346,24.4675,16.3640,5.0000,7.0000,0.0000,17.5431,3.4089,-8.8381,-24.4961,1.0484,
0.02,31.5375,-7.7695,15.3200,6.7767,9.2972,23.1333,16.4640,5.0000,7.0000,0.0000,17.6076,3.2229,-9.3014,-23.1646,1.0168,
0.02,31.5916,-7.6854,15.4594,6.9705,9.6885,19.5641,16.5640,5.0000,7.0000,0.0000,17.6682,3.0290,-9.6933,-19.5970,0.9818,
0.02,31.6487,-7.6033,15.6028,7.1694,9.9493,13.0390,16.6640,5.0000,7.0000,0.0000,17.7248,2.8299,-9.9547,-13.0713,0.9432,
0.02,31.7091,-7.5236,15.7502,7.3696,10.0065,2.8599,16.7640,5.0000,7.0000,0.0000,17.7773,2.6297,-10.0125,-2.8878,0.9011,
0.02,31.7729,-7.4466,15.9015,7.5651,9.7773,-11.4598,16.8640,5.0000,7.0000,0.0000,17.8260,2.4340,-9.7837,11.4411,0.8554,
0.02,31.8403,-7.3728,16.0564,7.7487,9.1789,-29.9207,16.9640,5.0000,7.0000,0.0000,17.8710,2.2503,-9.1853,29.9171,0.8066,
0.02,31.9113,-7.3024,16.2147,7.9116,8.1444,-51.7262,17.0640,5.0000,7.0000,0.0000,17.9128,2.0873,-8.1504,51.7437,0.7548,
0.02,31.9860,-7.2359,16.3756,8.0444,6.6432,-75.0557,17.1640,5.0000,7.0000,0.0000,17.9519,1.9543,-6.6485,75.0987,0.7006,
0.02,32.0642,-7.1735,16.5383,8.1385,4.7013,-97.0974,17.2640,5.0000,7.0000,0.0000,17.9891,1.8602,-4.7051,97.1666,0.6448,
0.02,32.1458,-7.1157,16.7021,8.1867,2.4115,-114.4895,17.3640,5.0000,7.0000,0.0000,18.0253,1.8120,-2.4135,114.5807,0.5882,
0.02,32.2305,-7.0626,16.8658,8.1853,-0.0715,-124.1520,17.4640,5.0000,7.0000,0.0000,18.0616,1.8134,0.0716,124.2558,0.5315,
0.02,32.3181,-7.0144,17.0285,8.1341,-2.5563,-124.2385,17.5640,5.0000,7.0000,0.0000,18.0989,1.8646,2.5584,124.3423,0.4758,
0.02,32.4081,-6.9710,17.1892,8.0371,-4.8518,-114.7757,17.6640,5.0000,7.0000,0.0000,18.1381,1.9617,4.8558,114.8667,0.4218,
0.02,32.5004,-6.9325,17.3472,7.9010,-6.8049,-97.6540,17.7640,5.0000,7.0000,0.0000,18.1801,2.0979,6.8102,97.7230,0.3702,
0.02,32.5945,-6.8986,17.5019,7.7345,-8.3245,-75.9780,17.8640,5.0000,7.0000,0.0000,18.2254,2.2645,8.3307,76.0208,0.3215,
0.02,32.6901,-6.8692,17.6528,7.5468,-9.3867,-53.1124,17.9640,5.0000,7.0000,0.0000,18.2744,2.4524,9.3933,53.1299,0.2763,
0.02,32.7841,-6.8446,17.7957,7.1434,-20.1677,-539.0490,18.0612,4.8600,-7.0000,0.0000,18.3259,2.5759,6.1770,-160.8106,0.2357,
0.02,32.8763,-6.8243,17.9307,6.7513,-19.6041,28.1782,18.1556,4.7200,-7.0000,0.0000,18.3797,2.6881,5.6119,-28.2592,0.1995,
0.02,32.9663,-6.8076,18.0582,6.3752,-18.8067,39.8734,18.2472,4.5800,-7.0000,0.0000,18.4354,2.7844,4.8129,-39.9491,0.1676,
0.02,33.0541,-6.7940,18.1786,6.0173,-17.8959,45.5402,18.3360,4.4400,-7.0000,0.0000,18.4926,2.8624,3.9007,-45.6062,0.1396,
0.02,33.1394,-6.7831,18.2922,5.6782,-16.9551,47.0379,18.4220,4.3000,-7.0000,0.0000,18.5510,2.9216,2.9589,-47.0929,0.1151,
0.02,33.2221,-6.7744,18.3993,5.3575,-16.0372,45.8960,18.5052,4.1600,-7.0000,0.0000,18.6103,2.9624,2.0401,-45.9406,0.0938,
0.02,33.3022,-6.7677,18.5004,5.0540,-15.1722,43.2495,18.5856,4.0200,-7.0000,0.0000,18.6700,2.9859,1.1744,-43.2848,0.0754,
0.02,33.3797,-6.7624,18.5957,4.7665,-14.3746,39.8795,18.6632,3.8800,-7.0000,0.0000,18.7299,2.9934,0.3762,-39.9070,0.0596,
0.02,33.4544,-6.7585,18.6856,4.4935,-13.6488,36.2911,18.7380,3.7400,-7.0000,0.0000,18.7896,2.9864,-0.3500,-36.3125,0.0462,
0.02,33.5263,-6.7556,18.7703,4.2337,-12.9929,32.7914,18.8100,3.6000,-7.0000,0.0000,18.8489,2.9663,-1.0062,-32.8077,0.0350,
0.02,33.5955,-6.7535,18.8500,3.9856,-12.4019,29.5522,18.8792,3.4600,-7.0000,0.0000,18.9076,2.9343,-1.5975,-29.5646,0.0256,
0.02,33.6619,-6.7521,18.9249,3.7483,-11.8687,26.6584,18.9456,3.3200,-7.0000,0.0000,18.9655,2.8917,-2.1308,-26.6678,0.0180,
0.02,33.7254,-6.7511,18.9954,3.5206,-11.3859,24.1402,19.0092,3.1800,-7.0000,0.0000,19.0222,2.8394,-2.6138,-24.1473,0.0120,
0.02,33.7862,-6.7505,19.0614,3.3016,-10.9460,21.9951,19.0700,3.0400,-7.0000,0.0000,19.0778,2.7784,-3.0538,-22.0003,0.0073,
0.02,33.8442,-6.7502,19.1232,3.0908,-10.5420,20.2016,19.1280,2.9000,-7.0000,0.0000,19.1320,2.7092,-3.4579,-20.2054,0.0039,
0.02,33.8994,-6.7501,19.1809,2.8874,-10.1674,18.7282,19.1832,2.7600,-7.0000,0.0000,19.1846,2.6326,-3.8325,-18.7310,0.0016,
0.02,33.9518,-6.7500,19.2348,2.6911,-9.8167,17.5381,19.2356,2.6200,-7.0000,0.0000,19.2356,2.5489,-4.1833,-17.5400,0.0004,
0.02,34.0000,-6.7500,19.2834,2.4292,-13.0961,-163.9709,19.2838,2.4800,-7.0000,0.0000,19.2834,2.3863,-8.1283,-197.2530,0.0000,
0.02,34.0524,-6.7500,19.3358,2.6200,9.5406,1131.8341,19.3362,2.6200,7.0000,0.0000,19.3358,2.6200,11.6839,990.6104,0.0000,
0.02,34.1076,-6.7500,19.3910,2.7600,7.0000,-127.0296,19.3914,2.7600,7.0000,0.0000,19.3910,2.7600,7.0000,-234.1931,0.0000,
0.02,34.1656,-6.7500,19.4490,2.9000,7.0000,0.0000,19.4494,2.9000,7.0000,0.0000,19.4490,2.9000,7.0000,0.0000,0.0000,
0.02,34.2264,-6.7500,19.5098,3.0400,7.0000,0.0000,19.5102,3.0400,7.0000,0.0000,19.5098,3.0400,7.0000,0.0000,0.0000,
0.02,34.2900,-6.7500,19.5734,3.1800,7.0000,0.0000,19.5738,3.1800,7.0000,0.0000,19.5734,3.1800,7.0000,0.0000,0.0000,
0.02,34.3564,-6.7500,19.6398,3.3200,7.0000,0.0000,19.6402,3.3200,7.0000,0.0000,19.6398,3.3200,7.0000,0.0000,0.0000,
0.02,34.4256,-6.7500,19.7090,3.4600,7.0000,0.0000,19.7094,3.4600,7.0000,0.0000,19.7090,3.4600,7.0000,0.0000,0.0000,
0.02,34.4976,-6.7500,19.7810,3.6000,7.0000,0.0000,19.7814,3.6000,7.0000,0.0000,19.7810,3.6000,7.0000,0.0000,0.0000,
0.02,34.5724,-6.7500,19.8558,3.7400,7.0000,0.0000,19.8562,3.7400,7.0000,0.0000,19.8558,3.7400,7.0000,0.0000,0.0000,
0.02,34.6500,-6.7500,19.9334,3.8800,7.0000,0.0000,19.9338,3.8800,7.0000,0.0000,19.9334,3.8800,7.0000,0.0000,0.0000,
0.02,34.7304,-6.7500,20.0138,4.0200,7.0000,0.0000,20.0142,4.0200,7.0000,0.0000,20.0138,4.0200,7.0000,0.0000,0.0000,
0.02,34.8136,-6.7500,20.0970,4.1600,7.0000,0.0000,20.0974,4.1600,7.0000,0.0000,20.0970,4.1600,7.0000,0.0000,0.0000,
0.02,34.8996,-6.7500,20.1830,4.3000,7.0000,0.0000,20.1834,4.3000,7.0000,0.0000,20.1830,4.3000,7.0000,0.0000,0.0000,
0.02,34.9884,-6.7500,20.2718,4.4400,7.0000,0.0000,20.2722,4.4400,7.0000,0.0000,20.2718,4.4400,7.0000,0.0000,0.0000,
0.02,35.0800,-6.7500,20.3634,4.5800,7.0000,0.0000,20.3638,4.5800,7.0000,0.0000,20.3634,4.5800,7.0000,0.0000,0.0000,
0.02,35.1744,-6.7500,20.4578,4.7200,7.0000,0.0000,20.4582,4.7200,7.0000,0.0000,20.4578,4.7200,7.0000,0.0000,0.0000,
0.02,35.2716,-6.7500,20.5550,4.8600,7.0000,0.0000,20.5554,4.8600,7.0000,0.0000,20.5550,4.8600,7.0000,0.0000,0.0000,
0.02,35.3716,-6.7500,20.6550,5.0000,7.0000,0.0000,20.6554,5.0000,7.0000,0.0000,20.6550,5.0000,7.0000,0.0000,0.0000,
0.02,35.4716,-6.7500,20.7550,5.0000,0.0000,-350.0000,20.7554,5.0000,7.0000,0.0000,20.7550,5.0000,0.0000,-350.0000,0.0000,
0.02,35.5716,-6.7500,20.8550,5.0000,0.0000,0.0000,20.8554,5.0000,7.0000,0.0000,20.8550,5.0000,0.0000,0.0000,0.0000,
0.02,35.6716,-6.7500,20.9550,5.0000,0.0000,0.0000,20.9554,5.0000,7.0000,0.0000,20.9550,5.0000,0.0000,0.0000,0.0000,
0.02,35.7716,-6.7500,21.0550,5.0000,0.0000,0.0000,21.0554,5.0000,7.0000,0.0000,21.0550,5.0000,0.0000,0.0000,0.0000,
0.02,35.8716,-6.7500,21.1550,5.0000,0.0000,0.0000,21.1554,5.0000,7.0000,0.0000,21.1550,5.0000,0.0000,0.0000,0.0000,
0.02,35.9716,-6.7500,21.2550,5.0000,0.0000,0.0000,21.2554,5.0000,7.0000,0.0000,21.2550,5.0000,0.0000,0.0000,0.0000,
0.02,36.0716,-6.7500,21.3550,5.0000,0.0000,0.0000,21.3554,5.0000,7.0000,0.0000,21.3550,5.0000,0.0000,0.0000,0.0000,
0.02,36.1716,-6.7500,21.4550,5.0000,0.0000,0.0000,21.4554,5.0000,7.0000,0.0000,21.4550,5.0000,0.0000,0.0000,0.0000,
0.02,36.2716,-6.7500,21.5550,5.0000,0.0000,0.0000,21.5554,5.0000,7.0000,0.0000,21.5550,5.0000,0.0000,0.0000,0.0000,
0.02,36.3716,-6.7500,21.6550,5.0000,0.0000,0.0000,21.6554,5.0000,7.0000,0.0000,21.6550,5.0000,0.0000,0.0000,0.0000,
0.02,36.4716,-6.7500,21.7550,5.0000,0.0000,0.0000,21.7554,5.0000,7.0000,0.0000,21.7550,5.0000,0.0000,0.0000,0.0000,
0.02,36.5716,-6.7500,21.8550,5.0000,0.0000,0.0000,21.8554,5.0000,7.0000,0.0000,21.8550,5.0000,0.0000,0.0000,0.0000,
0.02,36.6716,-6.7500,21.9550,5.0000,0.0000,0.0000,21.9554,5.0000,7.0000,0.0000,21.9550,5.0000,0.0000,0.0000,0.0000,
0.02,36.7716,-6.7500,22.0550,5.0000,0.0000,0.0000,22.0554,5.0000,7.0000,0.0000,22.0550,5.0000,0.0000,0.0000,0.0000,
0.02,36.8688,-6.7500,22.1522,4.8600,-7.0000,-350.0000,22.1526,4.8600,-7.0000,0.0000,22.1522,4.8600,-7.0000,-350.0000,0.0000,
0.02,36.9632,-6.7500,22.2466,4.7200,-7.0000,0.0000,22.2470,4.7200,-7.0000,0.0000,22.2466,4.7200,-7.0000,0.0000,0.0000,
0.02,37.0548,-6.7500,22.3382,4.5800,-7.0000,0.0000,22.3386,4.5800,-7.0000,0.0000,22.3382,4.5800,-7.0000,0.0000,0.0000,
0.02,37.1436,-6.7500,22.4270,4.4400,-7.0000,0.0000,22.4274,4.4400,-7.0000,0.0000,22.4270,4.4400,-7.0000,0.0000,0.0000,
0.02,37.2296,-6.7500,22.5130,4.3000,-7.0000,0.0000,22.5134,4.3000,-7.0000,0.0000,22.5130,4.3000,-7.0000,0.0000,0.0000,
0.02,37.3128,-6.7500,22.5962,4.1600,-7.0000,0.0000,22.5966,4.1600,-7.0000,0.0000,22.5962,4.1600,-7.0000,0.0000,0.0000,
0.02,37.3932,-6.7500,22.6766,4.0200,-7.0000,0.0000,22.6770,4.0200,-7.0000,0.0000,22.6766,4.0200,-7.0000,0.0000,0.0000,
0.02,37.4708,-6.7500,22.7542,3.8800,-7.0000,0.0000,22.7546,3.8800,-7.0000,0.0000,22.7542,3.8800,-7.0000,0.0000,0.0000,
0.02,37.5456,-6.7500,22.8290,3.7400,-7.0000,0.0000,22.8294,3.7400,-7.0000,0.0000,22.8290,3.7400,-7.0000,0.0000,0.0000,
0.02,37.6176,-6.7500,22.9010,3.6000,-7.0000,0.0000,22.9014,3.6000,-7.0000,0.0000,22.9010,3.6000,-7.0000,0.0000,0.0000,
0.02,37.6868,-6.7500,22.9702,3.4600,-7.0000,0.0000,22.9706,3.4600,-7.0000,0.0000,22.9702,3.4600,-7.0000,0.0000,0.0000,
0.02,37.7532,-6.7500,23.0366,3.3200,-7.0000,0.0000,23.0370,3.3200,-7.0000,0.0000,23.0366,3.3200,-7.0000,0.0000,0.0000,
0.02,37.8168,-6.7500,23.1002,3.1800,-7.0000,0.0000,23.1006,3.1800,-7.0000,0.0000,23.1002,3.1800,-7.0000,0.0000,0.0000,
0.02,37.8776,-6.7500,23.1610,3.0400,-7.0000,0.0000,23.1614,3.0400,-7.0000,0.0000,23.1610,3.0400,-7.0000,0.0000,0.0000,
0.02,37.9356,-6.7500,23.2190,2.9000,-7.0000,0.0000,23.2194,2.9000,-7.0000,0.0000,23.2190,2.9000,-7.0000,0.0000,0.0000,
0.02,37.9908,-6.7500,23.2742,2.7600,-7.0000,0.0000,23.2746,2.7600,-7.0000,0.0000,23.2742,2.7600,-7.0000,0.0000,0.0000,
0.02,38.0432,-6.7500,23.3266,2.6200,-7.0000,0.0000,23.3270,2.6200,-7.0000,0.0000,23.3266,2.6200,-7.0000,0.0000,0.0000,
0.02,38.0928,-6.7500,23.3762,2.4800,-7.0000,0.0000,23.3766,2.4800,-7.0000,0.0000,23.3762,2.4800,-7.0000,0.0000,0.0000,
0.02,38.1396,-6.7500,23.4230,2.3400,-7.0000,0.0000,23.4234,2.3400,-7.0000,0.0000,23.4230,2.3400,-7.0000,0.0000,0.0000,
0.02,38.1836,-6.7500,23.4670,2.2000,-7.0000,0.0000,23.4674,2.2000,-7.0000,0.0000,23.4670,2.2000,-7.0000,0.0000,0.0000,
0.02,38.2248,-6.7500,23.5082,2.0600,-7.0000,0.0000,23.5086,2.0600,-7.0000,0.0000,23.5082,2.0600,-7.0000,0.0000,0.0000,
0.02,38.2632,-6.7500,23.5466,1.9200,-7.0000,0.0000,23.5470,1.9200,-7.0000,0.0000,23.5466,1.9200,-7.0000,0.0000,0.0000,
0.02,38.2988,-6.7500,23.5822,1.7800,-7.0000,0.0000,23.5826,1.7800,-7.0000,0.0000,23.5822,1.7800,-7.0000,0.0000,0.0000,
0.02,38.3316,-6.7500,23.6150,1.6400,-7.0000,0.0000,23.6154,1.6400,-7.0000,0.0000,23.6150,1.6400,-7.0000,0.0000,0.0000,
0.02,38.3616,-6.7500,23.6450,1.5000,-7.0000,0.0000,23.6454,1.5000,-7.0000,0.0000,23.6450,1.5000,-7.0000,0.0000,0.0000,
0.02,38.3888,-6.7500,23.6722,1.3600,-7.0000,0.0000,23.6726,1.3600,-7.0000,0.0000,23.6722,1.3600,-7.0000,0.0000,0.0000,
0.02,38.4132,-6.7500,23.6966,1.2200,-7.0000,0.0000,23.6970,1.2200,-7.0000,0.0000,23.6966,1.2200,-7.0000,0.0000,0.0000,
0.02,38.4348,-6.7500,23.7182,1.0800,-7.0000,0.0000,23.7186,1.0800,-7.0000,0.0000,23.7182,1.0800,-7.0000,0.0000,0.0000,
0.02,38.4536,-6.7500,23.7370,0.9400,-7.0000,0.0000,23.7374,0.9400,-7.0000,0.0000,23.7370,0.9400,-7.0000,0.0000,0.0000,
0.02,38.4696,-6.7500,23.7530,0.8000,-7.0000,0.0000,23.7534,0.8000,-7.0000,0.0000,23.7530,0.8000,-7.0000,0.0000,0.0000,
0.02,38.4828,-6.7500,23.7662,0.6600,-7.0000,0.0000,23.7666,0.6600,-7.0000,0.0000,23.7662,0.6600,-7.0000,0.0000,0.0000,
0.02,38.4932,-6.7500,23.7766,0.5200,-7.0000,0.0000,23.7770,0.5200,-7.0000,0.0000,23.7766,0.5200,-7.0000,0.0000,0.0000,
0.02,38.5000,-6.7500,23.7834,0.3400,-9.0000,-100.0000,23.7838,0.3800,-7.0000,0.0000,23.7834,0.3400,-9.0000,-100.0000,0.0000,
0.02,38.5000,-6.7500,23.7834,0.0000,-17.0000,-400.0000,23.7838,0.2400,-7.0000,0.0000,23.7834,0.0000,-17.0000,-400.0000,0.0000,
0.02,38.5000,-6.7500,23.7834,0.0000,0.0000,850.0000,23.7838,0.1000,-7.0000,0.0000,23.7834,0.0000,0.0000,850.0000,0.0000,
0.02,38.5000,-6.7500,23.7834,0.0000,0.0000,0.0000,23.7838,-0.0400,-7.0000,0.0000,23.7834,0.0000,0.0000,0.0000,0.0000,
